,Benchmark,Score,jdk,machine,benchmark,iteration,config
48,jvbench.axpy.AxpyBenchmark.autoVec,0.077,19,dockerimg,axpy,9,autoVec
49,jvbench.axpy.AxpyBenchmark.autoVec,0.077,19,dockerimg,axpy,10,autoVec
50,jvbench.axpy.AxpyBenchmark.explicitVec,0.07,19,dockerimg,axpy,1,explicitVec
51,jvbench.axpy.AxpyBenchmark.explicitVec,0.072,19,dockerimg,axpy,2,explicitVec
52,jvbench.axpy.AxpyBenchmark.explicitVec,0.075,19,dockerimg,axpy,3,explicitVec
53,jvbench.axpy.AxpyBenchmark.explicitVec,0.074,19,dockerimg,axpy,4,explicitVec
54,jvbench.axpy.AxpyBenchmark.explicitVec,0.075,19,dockerimg,axpy,5,explicitVec
55,jvbench.axpy.AxpyBenchmark.explicitVec,0.076,19,dockerimg,axpy,6,explicitVec
56,jvbench.axpy.AxpyBenchmark.explicitVec,0.073,19,dockerimg,axpy,7,explicitVec
57,jvbench.axpy.AxpyBenchmark.explicitVec,0.074,19,dockerimg,axpy,8,explicitVec
58,jvbench.axpy.AxpyBenchmark.explicitVec,0.072,19,dockerimg,axpy,9,explicitVec
59,jvbench.axpy.AxpyBenchmark.explicitVec,0.072,19,dockerimg,axpy,10,explicitVec
60,jvbench.axpy.AxpyBenchmark.fullVec,0.067,19,dockerimg,axpy,1,fullVec
61,jvbench.axpy.AxpyBenchmark.fullVec,0.068,19,dockerimg,axpy,2,fullVec
62,jvbench.axpy.AxpyBenchmark.fullVec,0.067,19,dockerimg,axpy,3,fullVec
63,jvbench.axpy.AxpyBenchmark.fullVec,0.073,19,dockerimg,axpy,4,fullVec
64,jvbench.axpy.AxpyBenchmark.fullVec,0.071,19,dockerimg,axpy,5,fullVec
65,jvbench.axpy.AxpyBenchmark.fullVec,0.071,19,dockerimg,axpy,6,fullVec
66,jvbench.axpy.AxpyBenchmark.fullVec,0.07,19,dockerimg,axpy,7,fullVec
67,jvbench.axpy.AxpyBenchmark.fullVec,0.08,19,dockerimg,axpy,8,fullVec
68,jvbench.axpy.AxpyBenchmark.fullVec,0.075,19,dockerimg,axpy,9,fullVec
69,jvbench.axpy.AxpyBenchmark.fullVec,0.072,19,dockerimg,axpy,10,fullVec
70,jvbench.axpy.AxpyBenchmark.serial,0.094,19,dockerimg,axpy,1,serial
71,jvbench.axpy.AxpyBenchmark.serial,0.12,19,dockerimg,axpy,2,serial
72,jvbench.axpy.AxpyBenchmark.serial,0.13,19,dockerimg,axpy,3,serial
73,jvbench.axpy.AxpyBenchmark.serial,0.093,19,dockerimg,axpy,4,serial
74,jvbench.axpy.AxpyBenchmark.serial,0.089,19,dockerimg,axpy,5,serial
75,jvbench.axpy.AxpyBenchmark.serial,0.086,19,dockerimg,axpy,6,serial
76,jvbench.axpy.AxpyBenchmark.serial,0.098,19,dockerimg,axpy,7,serial
77,jvbench.axpy.AxpyBenchmark.serial,0.096,19,dockerimg,axpy,8,serial
78,jvbench.axpy.AxpyBenchmark.serial,0.086,19,dockerimg,axpy,9,serial
79,jvbench.axpy.AxpyBenchmark.serial,0.086,19,dockerimg,axpy,10,serial
80,jvbench.blackscholes.BlackscholesBenchmark.autoVec,1.953,19,dockerimg,blackscholes,1,autoVec
81,jvbench.blackscholes.BlackscholesBenchmark.autoVec,1.986,19,dockerimg,blackscholes,2,autoVec
82,jvbench.blackscholes.BlackscholesBenchmark.autoVec,1.823,19,dockerimg,blackscholes,3,autoVec
83,jvbench.blackscholes.BlackscholesBenchmark.autoVec,1.734,19,dockerimg,blackscholes,4,autoVec
84,jvbench.blackscholes.BlackscholesBenchmark.autoVec,1.645,19,dockerimg,blackscholes,5,autoVec
85,jvbench.blackscholes.BlackscholesBenchmark.autoVec,1.663,19,dockerimg,blackscholes,6,autoVec
86,jvbench.axpy.AxpyBenchmark.autoVec,0.07,19,dockerimg,axpy,1,autoVec
87,jvbench.axpy.AxpyBenchmark.autoVec,0.071,19,dockerimg,axpy,2,autoVec
88,jvbench.axpy.AxpyBenchmark.autoVec,0.067,19,dockerimg,axpy,3,autoVec
89,jvbench.axpy.AxpyBenchmark.autoVec,0.068,19,dockerimg,axpy,4,autoVec
90,jvbench.axpy.AxpyBenchmark.autoVec,0.068,19,dockerimg,axpy,5,autoVec
91,jvbench.axpy.AxpyBenchmark.autoVec,0.068,19,dockerimg,axpy,6,autoVec
92,jvbench.axpy.AxpyBenchmark.autoVec,0.07,19,dockerimg,axpy,7,autoVec
93,jvbench.axpy.AxpyBenchmark.autoVec,0.067,19,dockerimg,axpy,8,autoVec
94,jvbench.axpy.AxpyBenchmark.autoVec,0.068,19,dockerimg,axpy,9,autoVec
95,jvbench.axpy.AxpyBenchmark.autoVec,0.069,19,dockerimg,axpy,10,autoVec
96,jvbench.axpy.AxpyBenchmark.explicitVec,0.076,19,dockerimg,axpy,1,explicitVec
97,jvbench.axpy.AxpyBenchmark.explicitVec,0.082,19,dockerimg,axpy,2,explicitVec
98,jvbench.axpy.AxpyBenchmark.explicitVec,0.067,19,dockerimg,axpy,3,explicitVec
99,jvbench.axpy.AxpyBenchmark.explicitVec,0.067,19,dockerimg,axpy,4,explicitVec
100,jvbench.axpy.AxpyBenchmark.explicitVec,0.068,19,dockerimg,axpy,5,explicitVec
101,jvbench.axpy.AxpyBenchmark.explicitVec,0.067,19,dockerimg,axpy,6,explicitVec
102,jvbench.axpy.AxpyBenchmark.explicitVec,0.068,19,dockerimg,axpy,7,explicitVec
103,jvbench.axpy.AxpyBenchmark.explicitVec,0.068,19,dockerimg,axpy,8,explicitVec
104,jvbench.axpy.AxpyBenchmark.explicitVec,0.067,19,dockerimg,axpy,9,explicitVec
105,jvbench.axpy.AxpyBenchmark.explicitVec,0.069,19,dockerimg,axpy,10,explicitVec
106,jvbench.axpy.AxpyBenchmark.fullVec,0.08,19,dockerimg,axpy,1,fullVec
107,jvbench.axpy.AxpyBenchmark.fullVec,0.08,19,dockerimg,axpy,2,fullVec
108,jvbench.axpy.AxpyBenchmark.fullVec,0.086,19,dockerimg,axpy,3,fullVec
109,jvbench.axpy.AxpyBenchmark.fullVec,0.101,19,dockerimg,axpy,4,fullVec
110,jvbench.axpy.AxpyBenchmark.fullVec,0.088,19,dockerimg,axpy,5,fullVec
111,jvbench.axpy.AxpyBenchmark.fullVec,0.079,19,dockerimg,axpy,6,fullVec
112,jvbench.axpy.AxpyBenchmark.fullVec,0.081,19,dockerimg,axpy,7,fullVec
113,jvbench.axpy.AxpyBenchmark.fullVec,0.092,19,dockerimg,axpy,8,fullVec
114,jvbench.axpy.AxpyBenchmark.fullVec,0.098,19,dockerimg,axpy,9,fullVec
115,jvbench.axpy.AxpyBenchmark.fullVec,0.099,19,dockerimg,axpy,10,fullVec
116,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.962,19,dockerimg,particlefilter,1,autoVec
117,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.97,19,dockerimg,particlefilter,2,autoVec
118,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,5.059,19,dockerimg,particlefilter,3,autoVec
119,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,5.064,19,dockerimg,particlefilter,4,autoVec
120,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,5.204,19,dockerimg,particlefilter,5,autoVec
121,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,5.229,19,dockerimg,particlefilter,6,autoVec
122,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,4.982,19,dockerimg,particlefilter,7,autoVec
123,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,5.003,19,dockerimg,particlefilter,8,autoVec
124,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,5.198,19,dockerimg,particlefilter,9,autoVec
125,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,5.187,19,dockerimg,particlefilter,10,autoVec
126,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.111,19,dockerimg,particlefilter,1,explicitVec
127,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.074,19,dockerimg,particlefilter,2,explicitVec
128,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.088,19,dockerimg,particlefilter,3,explicitVec
129,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.106,19,dockerimg,particlefilter,4,explicitVec
130,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.131,19,dockerimg,particlefilter,5,explicitVec
131,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.088,19,dockerimg,particlefilter,6,explicitVec
132,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.225,19,dockerimg,particlefilter,7,explicitVec
133,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.143,19,dockerimg,particlefilter,8,explicitVec
134,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.093,19,dockerimg,particlefilter,9,explicitVec
135,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,6.098,19,dockerimg,particlefilter,10,explicitVec
136,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,5.863,19,dockerimg,particlefilter,1,fullVec
137,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,5.972,19,dockerimg,particlefilter,2,fullVec
138,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,5.882,19,dockerimg,particlefilter,3,fullVec
139,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,5.886,19,dockerimg,particlefilter,4,fullVec
140,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,5.913,19,dockerimg,particlefilter,5,fullVec
141,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,5.886,19,dockerimg,particlefilter,6,fullVec
142,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,6.106,19,dockerimg,particlefilter,7,fullVec
143,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,6.057,19,dockerimg,particlefilter,8,fullVec
144,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,5.981,19,dockerimg,particlefilter,9,fullVec
145,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,6.051,19,dockerimg,particlefilter,10,fullVec
146,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.626,19,dockerimg,particlefilter,1,serial
147,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.807,19,dockerimg,particlefilter,2,serial
148,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.975,19,dockerimg,particlefilter,3,serial
149,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.937,19,dockerimg,particlefilter,4,serial
150,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.966,19,dockerimg,particlefilter,5,serial
151,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.916,19,dockerimg,particlefilter,6,serial
152,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.771,19,dockerimg,particlefilter,7,serial
153,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.868,19,dockerimg,particlefilter,8,serial
154,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.915,19,dockerimg,particlefilter,9,serial
155,jvbench.particlefilter.ParticlefilterBenchmark.serial,4.97,19,dockerimg,particlefilter,10,serial
156,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.969,19,dockerimg,streamcluster,1,autoVec
157,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.973,19,dockerimg,streamcluster,2,autoVec
158,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.98,19,dockerimg,streamcluster,3,autoVec
159,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.714,19,dockerimg,streamcluster,4,autoVec
160,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.959,19,dockerimg,streamcluster,5,autoVec
161,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.839,19,dockerimg,streamcluster,6,autoVec
162,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.948,19,dockerimg,streamcluster,7,autoVec
163,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.93,19,dockerimg,streamcluster,8,autoVec
164,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.851,19,dockerimg,streamcluster,9,autoVec
165,jvbench.streamcluster.StreamclusterBenchmark.autoVec,4.9,19,dockerimg,streamcluster,10,autoVec
166,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.252,19,dockerimg,streamcluster,1,explicitVec
167,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.137,19,dockerimg,streamcluster,2,explicitVec
168,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.164,19,dockerimg,streamcluster,3,explicitVec
169,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.136,19,dockerimg,streamcluster,4,explicitVec
170,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.233,19,dockerimg,streamcluster,5,explicitVec
171,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.109,19,dockerimg,streamcluster,6,explicitVec
172,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.125,19,dockerimg,streamcluster,7,explicitVec
173,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.129,19,dockerimg,streamcluster,8,explicitVec
174,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.137,19,dockerimg,streamcluster,9,explicitVec
175,jvbench.streamcluster.StreamclusterBenchmark.explicitVec,1.176,19,dockerimg,streamcluster,10,explicitVec
176,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.189,19,dockerimg,streamcluster,1,fullVec
177,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.154,19,dockerimg,streamcluster,2,fullVec
178,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.13,19,dockerimg,streamcluster,3,fullVec
179,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.13,19,dockerimg,streamcluster,4,fullVec
180,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.127,19,dockerimg,streamcluster,5,fullVec
181,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.154,19,dockerimg,streamcluster,6,fullVec
182,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.114,19,dockerimg,streamcluster,7,fullVec
183,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.114,19,dockerimg,streamcluster,8,fullVec
184,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.102,19,dockerimg,streamcluster,9,fullVec
185,jvbench.streamcluster.StreamclusterBenchmark.fullVec,1.178,19,dockerimg,streamcluster,10,fullVec
186,jvbench.streamcluster.StreamclusterBenchmark.serial,4.31,19,dockerimg,streamcluster,1,serial
187,jvbench.streamcluster.StreamclusterBenchmark.serial,4.274,19,dockerimg,streamcluster,2,serial
188,jvbench.streamcluster.StreamclusterBenchmark.serial,4.25,19,dockerimg,streamcluster,3,serial
189,jvbench.streamcluster.StreamclusterBenchmark.serial,4.182,19,dockerimg,streamcluster,4,serial
190,jvbench.streamcluster.StreamclusterBenchmark.serial,4.262,19,dockerimg,streamcluster,5,serial
191,jvbench.streamcluster.StreamclusterBenchmark.serial,4.198,19,dockerimg,streamcluster,6,serial
192,jvbench.streamcluster.StreamclusterBenchmark.serial,4.203,19,dockerimg,streamcluster,7,serial
193,jvbench.streamcluster.StreamclusterBenchmark.serial,4.278,19,dockerimg,streamcluster,8,serial
194,jvbench.streamcluster.StreamclusterBenchmark.serial,4.178,19,dockerimg,streamcluster,9,serial
195,jvbench.streamcluster.StreamclusterBenchmark.serial,4.202,19,dockerimg,streamcluster,10,serial
196,jvbench.canneal.CannealBenchmark.autoVec,2.593,19,dockerimg,canneal,1,autoVec
197,jvbench.canneal.CannealBenchmark.autoVec,2.642,19,dockerimg,canneal,2,autoVec
198,jvbench.canneal.CannealBenchmark.autoVec,2.652,19,dockerimg,canneal,3,autoVec
199,jvbench.canneal.CannealBenchmark.autoVec,2.628,19,dockerimg,canneal,4,autoVec
200,jvbench.canneal.CannealBenchmark.autoVec,2.606,19,dockerimg,canneal,5,autoVec
201,jvbench.canneal.CannealBenchmark.autoVec,2.654,19,dockerimg,canneal,6,autoVec
202,jvbench.canneal.CannealBenchmark.autoVec,2.595,19,dockerimg,canneal,7,autoVec
203,jvbench.canneal.CannealBenchmark.autoVec,2.679,19,dockerimg,canneal,8,autoVec
204,jvbench.canneal.CannealBenchmark.autoVec,2.604,19,dockerimg,canneal,9,autoVec
205,jvbench.canneal.CannealBenchmark.autoVec,2.637,19,dockerimg,canneal,10,autoVec
206,jvbench.canneal.CannealBenchmark.explicitVec,1.805,19,dockerimg,canneal,1,explicitVec
207,jvbench.canneal.CannealBenchmark.explicitVec,1.848,19,dockerimg,canneal,2,explicitVec
208,jvbench.canneal.CannealBenchmark.explicitVec,1.825,19,dockerimg,canneal,3,explicitVec
209,jvbench.canneal.CannealBenchmark.explicitVec,1.911,19,dockerimg,canneal,4,explicitVec
210,jvbench.canneal.CannealBenchmark.explicitVec,1.809,19,dockerimg,canneal,5,explicitVec
211,jvbench.canneal.CannealBenchmark.explicitVec,1.843,19,dockerimg,canneal,6,explicitVec
212,jvbench.canneal.CannealBenchmark.explicitVec,1.927,19,dockerimg,canneal,7,explicitVec
213,jvbench.canneal.CannealBenchmark.explicitVec,1.809,19,dockerimg,canneal,8,explicitVec
214,jvbench.canneal.CannealBenchmark.explicitVec,1.828,19,dockerimg,canneal,9,explicitVec
215,jvbench.canneal.CannealBenchmark.explicitVec,1.94,19,dockerimg,canneal,10,explicitVec
216,jvbench.canneal.CannealBenchmark.fullVec,1.844,19,dockerimg,canneal,1,fullVec
217,jvbench.canneal.CannealBenchmark.fullVec,1.772,19,dockerimg,canneal,2,fullVec
218,jvbench.canneal.CannealBenchmark.fullVec,1.86,19,dockerimg,canneal,3,fullVec
219,jvbench.canneal.CannealBenchmark.fullVec,1.856,19,dockerimg,canneal,4,fullVec
220,jvbench.canneal.CannealBenchmark.fullVec,1.799,19,dockerimg,canneal,5,fullVec
221,jvbench.canneal.CannealBenchmark.fullVec,1.822,19,dockerimg,canneal,6,fullVec
222,jvbench.canneal.CannealBenchmark.fullVec,1.881,19,dockerimg,canneal,7,fullVec
223,jvbench.canneal.CannealBenchmark.fullVec,1.796,19,dockerimg,canneal,8,fullVec
224,jvbench.canneal.CannealBenchmark.fullVec,1.817,19,dockerimg,canneal,9,fullVec
225,jvbench.canneal.CannealBenchmark.fullVec,1.8,19,dockerimg,canneal,10,fullVec
226,jvbench.canneal.CannealBenchmark.serial,2.701,19,dockerimg,canneal,1,serial
227,jvbench.canneal.CannealBenchmark.serial,2.665,19,dockerimg,canneal,2,serial
228,jvbench.canneal.CannealBenchmark.serial,2.666,19,dockerimg,canneal,3,serial
229,jvbench.canneal.CannealBenchmark.serial,2.617,19,dockerimg,canneal,4,serial
230,jvbench.canneal.CannealBenchmark.serial,2.655,19,dockerimg,canneal,5,serial
231,jvbench.canneal.CannealBenchmark.serial,2.63,19,dockerimg,canneal,6,serial
232,jvbench.canneal.CannealBenchmark.serial,2.671,19,dockerimg,canneal,7,serial
233,jvbench.canneal.CannealBenchmark.serial,2.655,19,dockerimg,canneal,8,serial
234,jvbench.canneal.CannealBenchmark.serial,2.65,19,dockerimg,canneal,9,serial
235,jvbench.canneal.CannealBenchmark.serial,2.632,19,dockerimg,canneal,10,serial
236,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.294,19,dockerimg,jacobi2d,1,autoVec
237,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.253,19,dockerimg,jacobi2d,2,autoVec
238,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.277,19,dockerimg,jacobi2d,3,autoVec
239,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.287,19,dockerimg,jacobi2d,4,autoVec
240,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.247,19,dockerimg,jacobi2d,5,autoVec
241,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.298,19,dockerimg,jacobi2d,6,autoVec
242,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.312,19,dockerimg,jacobi2d,7,autoVec
243,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.265,19,dockerimg,jacobi2d,8,autoVec
244,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.318,19,dockerimg,jacobi2d,9,autoVec
245,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,3.296,19,dockerimg,jacobi2d,10,autoVec
246,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.644,19,dockerimg,jacobi2d,1,explicitVec
247,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.691,19,dockerimg,jacobi2d,2,explicitVec
248,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.636,19,dockerimg,jacobi2d,3,explicitVec
249,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.69,19,dockerimg,jacobi2d,4,explicitVec
250,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.645,19,dockerimg,jacobi2d,5,explicitVec
251,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.68,19,dockerimg,jacobi2d,6,explicitVec
252,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.691,19,dockerimg,jacobi2d,7,explicitVec
253,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.67,19,dockerimg,jacobi2d,8,explicitVec
254,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.681,19,dockerimg,jacobi2d,9,explicitVec
255,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,2.687,19,dockerimg,jacobi2d,10,explicitVec
256,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.634,19,dockerimg,jacobi2d,1,fullVec
257,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.672,19,dockerimg,jacobi2d,2,fullVec
258,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.673,19,dockerimg,jacobi2d,3,fullVec
259,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.638,19,dockerimg,jacobi2d,4,fullVec
260,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.695,19,dockerimg,jacobi2d,5,fullVec
261,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.655,19,dockerimg,jacobi2d,6,fullVec
262,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.674,19,dockerimg,jacobi2d,7,fullVec
263,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.668,19,dockerimg,jacobi2d,8,fullVec
264,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.689,19,dockerimg,jacobi2d,9,fullVec
265,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,2.661,19,dockerimg,jacobi2d,10,fullVec
266,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.316,19,dockerimg,jacobi2d,1,serial
267,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.326,19,dockerimg,jacobi2d,2,serial
268,jvbench.jacobi2d.Jacobi2dBenchmark.serial,3.387,19,dockerimg,jacobi2d,3,serial
