,Benchmark,Score,jdk,machine,benchmark,iteration,config
47,jvbench.somier.SomierBenchmark.autoVec,13.881,19,dockerimg,somier,8,autoVec
48,jvbench.somier.SomierBenchmark.autoVec,13.849,19,dockerimg,somier,9,autoVec
49,jvbench.somier.SomierBenchmark.autoVec,13.84,19,dockerimg,somier,10,autoVec
50,jvbench.somier.SomierBenchmark.explicitVec,2.771,19,dockerimg,somier,1,explicitVec
51,jvbench.somier.SomierBenchmark.explicitVec,2.773,19,dockerimg,somier,2,explicitVec
52,jvbench.somier.SomierBenchmark.explicitVec,2.772,19,dockerimg,somier,3,explicitVec
53,jvbench.somier.SomierBenchmark.explicitVec,2.773,19,dockerimg,somier,4,explicitVec
54,jvbench.somier.SomierBenchmark.explicitVec,2.772,19,dockerimg,somier,5,explicitVec
55,jvbench.somier.SomierBenchmark.explicitVec,2.774,19,dockerimg,somier,6,explicitVec
56,jvbench.somier.SomierBenchmark.explicitVec,2.773,19,dockerimg,somier,7,explicitVec
57,jvbench.somier.SomierBenchmark.explicitVec,2.771,19,dockerimg,somier,8,explicitVec
58,jvbench.somier.SomierBenchmark.explicitVec,2.77,19,dockerimg,somier,9,explicitVec
59,jvbench.somier.SomierBenchmark.explicitVec,2.771,19,dockerimg,somier,10,explicitVec
60,jvbench.somier.SomierBenchmark.fullVec,2.913,19,dockerimg,somier,1,fullVec
61,jvbench.somier.SomierBenchmark.fullVec,2.903,19,dockerimg,somier,2,fullVec
62,jvbench.somier.SomierBenchmark.fullVec,2.902,19,dockerimg,somier,3,fullVec
63,jvbench.somier.SomierBenchmark.fullVec,2.903,19,dockerimg,somier,4,fullVec
64,jvbench.somier.SomierBenchmark.fullVec,2.899,19,dockerimg,somier,5,fullVec
65,jvbench.somier.SomierBenchmark.fullVec,2.899,19,dockerimg,somier,6,fullVec
66,jvbench.somier.SomierBenchmark.fullVec,2.903,19,dockerimg,somier,7,fullVec
67,jvbench.somier.SomierBenchmark.fullVec,2.904,19,dockerimg,somier,8,fullVec
68,jvbench.somier.SomierBenchmark.fullVec,2.903,19,dockerimg,somier,9,fullVec
69,jvbench.somier.SomierBenchmark.fullVec,2.902,19,dockerimg,somier,10,fullVec
70,jvbench.somier.SomierBenchmark.serial,14.304,19,dockerimg,somier,1,serial
71,jvbench.somier.SomierBenchmark.serial,14.252,19,dockerimg,somier,2,serial
72,jvbench.somier.SomierBenchmark.serial,14.326,19,dockerimg,somier,3,serial
73,jvbench.somier.SomierBenchmark.serial,14.297,19,dockerimg,somier,4,serial
74,jvbench.somier.SomierBenchmark.serial,14.239,19,dockerimg,somier,5,serial
75,jvbench.somier.SomierBenchmark.serial,14.339,19,dockerimg,somier,6,serial
76,jvbench.somier.SomierBenchmark.serial,14.256,19,dockerimg,somier,7,serial
77,jvbench.somier.SomierBenchmark.serial,14.239,19,dockerimg,somier,8,serial
78,jvbench.somier.SomierBenchmark.serial,14.306,19,dockerimg,somier,9,serial
79,jvbench.somier.SomierBenchmark.serial,14.211,19,dockerimg,somier,10,serial
80,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.436,19,dockerimg,jacobi2d,1,autoVec
81,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.399,19,dockerimg,jacobi2d,2,autoVec
82,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.396,19,dockerimg,jacobi2d,3,autoVec
83,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.393,19,dockerimg,jacobi2d,4,autoVec
84,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.395,19,dockerimg,jacobi2d,5,autoVec
85,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.396,19,dockerimg,jacobi2d,6,autoVec
86,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.39,19,dockerimg,jacobi2d,7,autoVec
87,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.387,19,dockerimg,jacobi2d,8,autoVec
88,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.39,19,dockerimg,jacobi2d,9,autoVec
89,jvbench.jacobi2d.Jacobi2dBenchmark.autoVec,10.384,19,dockerimg,jacobi2d,10,autoVec
90,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.07,19,dockerimg,jacobi2d,1,explicitVec
91,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.075,19,dockerimg,jacobi2d,2,explicitVec
92,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.071,19,dockerimg,jacobi2d,3,explicitVec
93,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.075,19,dockerimg,jacobi2d,4,explicitVec
94,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.069,19,dockerimg,jacobi2d,5,explicitVec
95,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.065,19,dockerimg,jacobi2d,6,explicitVec
96,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.062,19,dockerimg,jacobi2d,7,explicitVec
97,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.063,19,dockerimg,jacobi2d,8,explicitVec
98,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.096,19,dockerimg,jacobi2d,9,explicitVec
99,jvbench.jacobi2d.Jacobi2dBenchmark.explicitVec,5.094,19,dockerimg,jacobi2d,10,explicitVec
100,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.395,19,dockerimg,jacobi2d,1,fullVec
101,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.416,19,dockerimg,jacobi2d,2,fullVec
102,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.41,19,dockerimg,jacobi2d,3,fullVec
103,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.41,19,dockerimg,jacobi2d,4,fullVec
104,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.394,19,dockerimg,jacobi2d,5,fullVec
105,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.391,19,dockerimg,jacobi2d,6,fullVec
106,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.395,19,dockerimg,jacobi2d,7,fullVec
107,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.389,19,dockerimg,jacobi2d,8,fullVec
108,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.391,19,dockerimg,jacobi2d,9,fullVec
109,jvbench.jacobi2d.Jacobi2dBenchmark.fullVec,5.391,19,dockerimg,jacobi2d,10,fullVec
110,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.087,19,dockerimg,jacobi2d,1,serial
111,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.035,19,dockerimg,jacobi2d,2,serial
112,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.036,19,dockerimg,jacobi2d,3,serial
113,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.036,19,dockerimg,jacobi2d,4,serial
114,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.036,19,dockerimg,jacobi2d,5,serial
115,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.034,19,dockerimg,jacobi2d,6,serial
116,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.034,19,dockerimg,jacobi2d,7,serial
117,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.035,19,dockerimg,jacobi2d,8,serial
118,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.032,19,dockerimg,jacobi2d,9,serial
119,jvbench.jacobi2d.Jacobi2dBenchmark.serial,11.035,19,dockerimg,jacobi2d,10,serial
120,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.899,19,dockerimg,lavaMD,1,autoVec
121,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.891,19,dockerimg,lavaMD,2,autoVec
122,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.892,19,dockerimg,lavaMD,3,autoVec
123,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.892,19,dockerimg,lavaMD,4,autoVec
124,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.901,19,dockerimg,lavaMD,5,autoVec
125,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.901,19,dockerimg,lavaMD,6,autoVec
126,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.898,19,dockerimg,lavaMD,7,autoVec
127,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.893,19,dockerimg,lavaMD,8,autoVec
128,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.888,19,dockerimg,lavaMD,9,autoVec
129,jvbench.lavaMD.LavaMDBenchmark.autoVec,14.893,19,dockerimg,lavaMD,10,autoVec
130,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.164,19,dockerimg,lavaMD,1,explicitVec
131,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.163,19,dockerimg,lavaMD,2,explicitVec
132,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.158,19,dockerimg,lavaMD,3,explicitVec
133,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.158,19,dockerimg,lavaMD,4,explicitVec
134,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.158,19,dockerimg,lavaMD,5,explicitVec
135,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.157,19,dockerimg,lavaMD,6,explicitVec
136,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.157,19,dockerimg,lavaMD,7,explicitVec
137,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.157,19,dockerimg,lavaMD,8,explicitVec
138,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.157,19,dockerimg,lavaMD,9,explicitVec
139,jvbench.lavaMD.LavaMDBenchmark.explicitVec,1.157,19,dockerimg,lavaMD,10,explicitVec
140,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.166,19,dockerimg,lavaMD,1,fullVec
141,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.16,19,dockerimg,lavaMD,2,fullVec
142,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.16,19,dockerimg,lavaMD,3,fullVec
143,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.16,19,dockerimg,lavaMD,4,fullVec
144,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.161,19,dockerimg,lavaMD,5,fullVec
145,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.159,19,dockerimg,lavaMD,6,fullVec
146,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.16,19,dockerimg,lavaMD,7,fullVec
147,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.16,19,dockerimg,lavaMD,8,fullVec
148,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.16,19,dockerimg,lavaMD,9,fullVec
149,jvbench.lavaMD.LavaMDBenchmark.fullVec,1.165,19,dockerimg,lavaMD,10,fullVec
150,jvbench.lavaMD.LavaMDBenchmark.serial,14.668,19,dockerimg,lavaMD,1,serial
151,jvbench.lavaMD.LavaMDBenchmark.serial,14.656,19,dockerimg,lavaMD,2,serial
152,jvbench.lavaMD.LavaMDBenchmark.serial,14.662,19,dockerimg,lavaMD,3,serial
153,jvbench.lavaMD.LavaMDBenchmark.serial,14.665,19,dockerimg,lavaMD,4,serial
154,jvbench.lavaMD.LavaMDBenchmark.serial,14.655,19,dockerimg,lavaMD,5,serial
155,jvbench.lavaMD.LavaMDBenchmark.serial,14.665,19,dockerimg,lavaMD,6,serial
156,jvbench.lavaMD.LavaMDBenchmark.serial,14.644,19,dockerimg,lavaMD,7,serial
157,jvbench.lavaMD.LavaMDBenchmark.serial,14.658,19,dockerimg,lavaMD,8,serial
158,jvbench.lavaMD.LavaMDBenchmark.serial,14.64,19,dockerimg,lavaMD,9,serial
159,jvbench.lavaMD.LavaMDBenchmark.serial,14.657,19,dockerimg,lavaMD,10,serial
160,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.077,19,dockerimg,swaptions,1,autoVec
161,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.073,19,dockerimg,swaptions,2,autoVec
162,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.076,19,dockerimg,swaptions,3,autoVec
163,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.073,19,dockerimg,swaptions,4,autoVec
164,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.077,19,dockerimg,swaptions,5,autoVec
165,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.073,19,dockerimg,swaptions,6,autoVec
166,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.079,19,dockerimg,swaptions,7,autoVec
167,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.077,19,dockerimg,swaptions,8,autoVec
168,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.072,19,dockerimg,swaptions,9,autoVec
169,jvbench.swaptions.SwaptionsBenchmark.autoVec,8.075,19,dockerimg,swaptions,10,autoVec
170,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.375,19,dockerimg,swaptions,1,explicitVec
171,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.371,19,dockerimg,swaptions,2,explicitVec
172,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.371,19,dockerimg,swaptions,3,explicitVec
173,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.373,19,dockerimg,swaptions,4,explicitVec
174,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.372,19,dockerimg,swaptions,5,explicitVec
175,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.371,19,dockerimg,swaptions,6,explicitVec
176,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.37,19,dockerimg,swaptions,7,explicitVec
177,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.371,19,dockerimg,swaptions,8,explicitVec
178,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.372,19,dockerimg,swaptions,9,explicitVec
179,jvbench.swaptions.SwaptionsBenchmark.explicitVec,3.371,19,dockerimg,swaptions,10,explicitVec
180,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.293,19,dockerimg,swaptions,1,fullVec
181,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.289,19,dockerimg,swaptions,2,fullVec
182,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.293,19,dockerimg,swaptions,3,fullVec
183,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.289,19,dockerimg,swaptions,4,fullVec
184,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.293,19,dockerimg,swaptions,5,fullVec
185,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.288,19,dockerimg,swaptions,6,fullVec
186,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.29,19,dockerimg,swaptions,7,fullVec
187,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.288,19,dockerimg,swaptions,8,fullVec
188,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.292,19,dockerimg,swaptions,9,fullVec
189,jvbench.swaptions.SwaptionsBenchmark.fullVec,3.289,19,dockerimg,swaptions,10,fullVec
190,jvbench.swaptions.SwaptionsBenchmark.serial,7.889,19,dockerimg,swaptions,1,serial
191,jvbench.swaptions.SwaptionsBenchmark.serial,7.88,19,dockerimg,swaptions,2,serial
192,jvbench.swaptions.SwaptionsBenchmark.serial,7.884,19,dockerimg,swaptions,3,serial
193,jvbench.swaptions.SwaptionsBenchmark.serial,7.881,19,dockerimg,swaptions,4,serial
194,jvbench.swaptions.SwaptionsBenchmark.serial,7.886,19,dockerimg,swaptions,5,serial
195,jvbench.swaptions.SwaptionsBenchmark.serial,7.888,19,dockerimg,swaptions,6,serial
196,jvbench.swaptions.SwaptionsBenchmark.serial,7.883,19,dockerimg,swaptions,7,serial
197,jvbench.swaptions.SwaptionsBenchmark.serial,7.883,19,dockerimg,swaptions,8,serial
198,jvbench.swaptions.SwaptionsBenchmark.serial,7.88,19,dockerimg,swaptions,9,serial
199,jvbench.swaptions.SwaptionsBenchmark.serial,7.883,19,dockerimg,swaptions,10,serial
200,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.578,19,dockerimg,particlefilter,1,autoVec
201,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.48,19,dockerimg,particlefilter,2,autoVec
202,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.403,19,dockerimg,particlefilter,3,autoVec
203,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.506,19,dockerimg,particlefilter,4,autoVec
204,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.576,19,dockerimg,particlefilter,5,autoVec
205,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.429,19,dockerimg,particlefilter,6,autoVec
206,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.51,19,dockerimg,particlefilter,7,autoVec
207,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.549,19,dockerimg,particlefilter,8,autoVec
208,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.484,19,dockerimg,particlefilter,9,autoVec
209,jvbench.particlefilter.ParticlefilterBenchmark.autoVec,30.526,19,dockerimg,particlefilter,10,autoVec
210,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.145,19,dockerimg,particlefilter,1,explicitVec
211,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.146,19,dockerimg,particlefilter,2,explicitVec
212,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.144,19,dockerimg,particlefilter,3,explicitVec
213,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.145,19,dockerimg,particlefilter,4,explicitVec
214,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.143,19,dockerimg,particlefilter,5,explicitVec
215,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.147,19,dockerimg,particlefilter,6,explicitVec
216,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.148,19,dockerimg,particlefilter,7,explicitVec
217,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.127,19,dockerimg,particlefilter,8,explicitVec
218,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.129,19,dockerimg,particlefilter,9,explicitVec
219,jvbench.particlefilter.ParticlefilterBenchmark.explicitVec,28.131,19,dockerimg,particlefilter,10,explicitVec
220,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.575,19,dockerimg,particlefilter,1,fullVec
221,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.58,19,dockerimg,particlefilter,2,fullVec
222,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.579,19,dockerimg,particlefilter,3,fullVec
223,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.578,19,dockerimg,particlefilter,4,fullVec
224,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.582,19,dockerimg,particlefilter,5,fullVec
225,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.582,19,dockerimg,particlefilter,6,fullVec
226,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.582,19,dockerimg,particlefilter,7,fullVec
227,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.582,19,dockerimg,particlefilter,8,fullVec
228,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.582,19,dockerimg,particlefilter,9,fullVec
229,jvbench.particlefilter.ParticlefilterBenchmark.fullVec,27.584,19,dockerimg,particlefilter,10,fullVec
230,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.469,19,dockerimg,particlefilter,1,serial
231,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.534,19,dockerimg,particlefilter,2,serial
232,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.539,19,dockerimg,particlefilter,3,serial
233,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.54,19,dockerimg,particlefilter,4,serial
234,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.572,19,dockerimg,particlefilter,5,serial
235,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.56,19,dockerimg,particlefilter,6,serial
236,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.571,19,dockerimg,particlefilter,7,serial
237,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.591,19,dockerimg,particlefilter,8,serial
238,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.506,19,dockerimg,particlefilter,9,serial
239,jvbench.particlefilter.ParticlefilterBenchmark.serial,28.56,19,dockerimg,particlefilter,10,serial
240,jvbench.axpy.AxpyBenchmark.autoVec,0.168,19,dockerimg,axpy,1,autoVec
241,jvbench.axpy.AxpyBenchmark.autoVec,0.169,19,dockerimg,axpy,2,autoVec
242,jvbench.axpy.AxpyBenchmark.autoVec,0.176,19,dockerimg,axpy,3,autoVec
243,jvbench.axpy.AxpyBenchmark.autoVec,0.169,19,dockerimg,axpy,4,autoVec
244,jvbench.axpy.AxpyBenchmark.autoVec,0.169,19,dockerimg,axpy,5,autoVec
245,jvbench.axpy.AxpyBenchmark.autoVec,0.169,19,dockerimg,axpy,6,autoVec
246,jvbench.axpy.AxpyBenchmark.autoVec,0.169,19,dockerimg,axpy,7,autoVec
247,jvbench.axpy.AxpyBenchmark.autoVec,0.169,19,dockerimg,axpy,8,autoVec
248,jvbench.axpy.AxpyBenchmark.autoVec,0.169,19,dockerimg,axpy,9,autoVec
249,jvbench.axpy.AxpyBenchmark.autoVec,0.169,19,dockerimg,axpy,10,autoVec
250,jvbench.axpy.AxpyBenchmark.explicitVec,0.136,19,dockerimg,axpy,1,explicitVec
251,jvbench.axpy.AxpyBenchmark.explicitVec,0.136,19,dockerimg,axpy,2,explicitVec
252,jvbench.axpy.AxpyBenchmark.explicitVec,0.136,19,dockerimg,axpy,3,explicitVec
253,jvbench.axpy.AxpyBenchmark.explicitVec,0.148,19,dockerimg,axpy,4,explicitVec
254,jvbench.axpy.AxpyBenchmark.explicitVec,0.136,19,dockerimg,axpy,5,explicitVec
255,jvbench.axpy.AxpyBenchmark.explicitVec,0.136,19,dockerimg,axpy,6,explicitVec
256,jvbench.axpy.AxpyBenchmark.explicitVec,0.135,19,dockerimg,axpy,7,explicitVec
257,jvbench.axpy.AxpyBenchmark.explicitVec,0.135,19,dockerimg,axpy,8,explicitVec
258,jvbench.axpy.AxpyBenchmark.explicitVec,0.135,19,dockerimg,axpy,9,explicitVec
259,jvbench.axpy.AxpyBenchmark.explicitVec,0.135,19,dockerimg,axpy,10,explicitVec
260,jvbench.axpy.AxpyBenchmark.fullVec,0.136,19,dockerimg,axpy,1,fullVec
261,jvbench.axpy.AxpyBenchmark.fullVec,0.136,19,dockerimg,axpy,2,fullVec
262,jvbench.axpy.AxpyBenchmark.fullVec,0.136,19,dockerimg,axpy,3,fullVec
263,jvbench.axpy.AxpyBenchmark.fullVec,0.136,19,dockerimg,axpy,4,fullVec
